name
I."ENST00000498666";21_46323280_46323450-242=171=181//P05107
E."ENST00000425816";1_48694775_48694837-105=63=165//Q2M3M2
E."ENST00000425816";1_48697618_48697823-81=206=136//Q2M3M2
E."ENST00000541030";15_43897175_43897345-197=171=136//Q7RTU9
E."ENST00000428650";15_43895440_43895609-156=170=157//Q7RTU9
E."ENST00000428650";15_43904575_43904707-183=133=116//A6NGW2
E."ENST00000359790";8_39176971_39177024-80=54=79//Q6NVV9
E."ENST00000557353";14_21491023_21491064-106=42=81//A5A6K6
E."ENST00000462588";X_70661550_70661571-85=22=68//P21675
E."ENST00000485087";X_70674857_70674862-117=6=126//P21675
E."ENST00000485087";X_70679000_70679101-126=102=157//P21675
E."ENST00000395446";10_55949124_55949144-135=21=207//Q96QU1
E."ENST00000434676";12_32858759_32858797-148=39=47//O00429
E."ENST00000434676";12_32859624_32859748-148=125=47//O00429
E."ENST00000434676";12_32866143_32866305-87=163=121//O00429
E."ENST00000413295";12_32871577_32871697-163=121=132//O35303
E."ENST00000532493";1_54371768_54371967-337=200=69//P49895
E."ENST00000590807";2_179464321_179464477-86=157=110//Q8WZ42
E."ENST00000450692";2_179394012_179394063-74=52=97//Q8WZ42
E."ENST00000450692";2_179396041_179396305-74=265=97//Q8WZ42
E."ENST00000585130";17_29258907_29258986-92=80=113//Q9NPF8
E."ENST00000551736";12_44164841_44164907-170=67=146//Q9NWZ3
E."ENST00000415955";2_175986172_175986268-119=97=70//P15336
E."ENST00000560721";10_31644076_31644121-81=46=201//P37275
E."ENST00000454936";22_50686121_50686205-92=85=256//Q969S8
E."ENST00000286445";12_66770797_66770841-234=45=112//P97879
E."ENST00000382895";4_1944066_1944292-125=227=132//O96028
E."ENST00000549074";12_57883050_57883128-91=79=173//P56192
E."ENST00000447721";12_57882802_57882892-132=91=173//P56192
E."ENST00000482573";3_119425656_119425732-201=77=158//Q7Z4T9
E."ENST00000482630";6_43748469_43748540-30=72=132//P49151
E."ENST00000482630";6_43748469_43748591-30=123=132//P49151
E."ENST00000482630";6_43748469_43748522-30=54=132//P49151
E."ENST00000414253";1_2124284_2124414-69=131=272//Q6NZ36
E."ENST00000460065";1_109649629_109649744-125=116=149//Q5T5A4
E."ENST00000314686";3_40523721_40523840-154=120=117//Q8N2I2
E."ENST00000399591";12_2706396_2706455-130=60=60//Q01815
E."ENST00000399591";12_2742795_2742878-111=84=84//P22002
E."ENST00000402845";12_2706603_2706662-60=60=107//P22002
E."ENST00000402845";12_2743463_2743546-84=84=33//Q01815
E."ENST00000477384";3_97185263_97185326-163=64=109//Q9UF33
E."ENST00000366772";6_170153383_170153468-42=86=169//Q5T6L9
E."ENST00000379538";5_121736681_121736821-103=141=73//Q9Y6H5
E."ENST00000474880";7_98984116_98984213-79=98=105//O15143
E."ENST00000445924";7_98986278_98986466-223=189=108//O88656
E."ENST00000303728";Y_24658785_24658899-116=115=826//O14603
E."ENST00000322302";1_160811000_160811275-111=276=318//Q9BZW8
E."ENST00000420715";19_54613434_54613504-70=71=259//P0C1Z6
E."ENST00000370441";X_148573069_148573198-127=130=171//P22304
E."ENST00000448038";6_152777803_152777937-159=135=174//Q8NF91
E."ENST00000448038";6_152801896_152801916-113=21=165//Q8NF91
E."ENST00000341594";6_152466622_152466690-143=69=334//Q8NF91
E."ENST00000341594";6_152639216_152639398-138=183=153//Q8NF91
E."ENST00000341594";6_152832706_152832726-93=21=84//Q8NF91
E."ENST00000346219";3_38163562_38163685-154=124=450//Q9Y238
E."ENST00000361711";16_83984733_83984892-440=160=99//Q9UJX0
E."ENST00000382039";15_43738964_43739112-204=149=120//Q12888
E."ENST00000442919";2_171916434_171916496-47=63=76//Q9UKI8
E."ENST00000580959";17_8793290_8793443-84=154=175//Q8WYR1
E."ENST00000523723";8_10531094_10531263-61=170=193//Q6P047
E."ENST00000347757";X_48054443_48054565-115=123=89//O60225
E."ENST00000504010";1_161206249_161206388-131=140=61//A2T7D9
E."ENST00000504010";1_161206320_161206388-131=69=61//A2T7D9
E."ENST00000374794";10_34573063_34573173-243=111=232//Q8TEW0
E."ENST00000396292";9_73240398_73240433-141=36=51//Q9HCF6
E."ENST00000440906";12_66707766_66707943-903=178=142//Q8NG08
E."ENST00000555576";16_89998209_89998347-114=139=109//P09652
E."ENST00000555576";16_89999547_89999775-109=229=111//P09652
E."ENST00000523084";5_179274978_179275066-76=89=60//Q6NTE8
E."ENST00000546701";12_49072819_49072933-164=115=179//Q9H9L4
E."ENST00000421319";2_61237791_61238023-235=233=141//Q3MIT2
E."ENST00000476419";1_97271975_97272008-140=34=93//Q66H20
E."ENST00000428267";2_182760757_182760806-46=50=57//P28290
E."ENST00000537900";15_54528628_54528633-79=6=72//Q8NB66
E."ENST00000537900";15_54529748_54529753-79=6=72//Q8NB66
E."ENST00000596765";19_50165205_50165585-116=381=193//Q14653
E."ENST00000596765";19_50166600_50166771-71=172=75//Q14653
E."ENST00000449191";2_238882291_238882389-134=99=30//Q969M7
E."ENST00000449191";2_238912010_238912169-66=160=68//Q969M7
E."ENST00000337414";X_11166750_11166839-269=90=98//O43182
E."ENST00000337414";X_11308503_11308598-160=96=1461//O43182
E."ENST00000506582";17_48537563_48537724-172=162=196//Q96CM8
E."ENST00000342499";7_99461160_99461322-227=163=96//Q9HB55
E."ENST00000402198";3_9478534_9478572-179=39=243//Q9C0A6
E."ENST00000344191";6_168314083_168314103-206=21=146//P55196
E."ENST00000222402";7_43967613_43967710-113=98=64//Q9Y2X8
E."ENST00000500777";4_83763293_83763634-59=342=124//Q5R4F4
E."ENST00000500777";4_83766354_83766446-124=93=174//O94979
E."ENST00000413369";2_120314584_120314981-101=398=87//Q4G0U5
E."ENST00000392003";2_238296225_238296827-585=603=121//P12111
E."ENST00000371270";10_96800679_96800717-142=39=188//P10632
E."ENST00000383233";18_20956791_20956905-52=115=26//Q24JQ0
E."ENST00000473688";18_20951386_20951434-46=49=52//Q24JQ0
E."ENST00000414778";10_55588325_55588333-156=9=219//Q96QU1
E."ENST00000414778";10_55949124_55949144-135=21=207//Q96QU1
E."ENST00000447207";21_43254614_43254673-168=60=88//P57071
E."ENST00000267064";12_56566721_56566813-120=93=154//Q8TAQ2
E."ENST00000601449";19_39332253_39332322-72=70=73//Q8R081
E."ENST00000566585";16_58535852_58536051-125=200=106//Q9Z2L9
E."ENST00000570248";16_58534892_58534981-127=90=106//Q9Z2L9
E."ENST00000425691";22_30683779_30683851-188=73=71//Q5R9D1
E."ENST00000445633";3_48585965_48586092-67=128=97//Q16877
E."ENST00000383734";3_48593519_48593655-117=137=210//Q4R8B6
E."ENST00000383734";3_48593519_48593666-117=148=210//Q4R8B6
E."ENST00000551134";12_103772486_103772570-112=85=69//Q96LP6
E."ENST00000378113";12_103761790_103761884-372=95=112//Q96LP6
E."ENST00000498286";6_74190720_74190839-131=120=205//Q5RB71
E."ENST00000585454";9_85068260_85068373-95=114=166//Q60HD1
E."ENST00000585454";9_85066518_85066644-95=127=166//Q60HD1
E."ENST00000399951";16_169125_169254-154=130=70//Q8VIJ8
E."ENST00000282488";3_152164493_152164546-258=54=154//Q9JKP5
E."ENST00000418501";10_75280666_75280785-1373=120=168//Q70EL1
E."ENST00000487350";1_155144827_155144965-67=139=64//B2RZC9
E."ENST00000417458";20_35783466_35783570-136=105=96//Q9H579
E."ENST00000463318";17_19607966_19608007-109=42=68//Q86VL8
E."ENST00000525887";11_119984245_119984363-67=119=77//Q14134
E."ENST00000525887";11_119987667_119987765-77=99=99//Q14134
E."ENST00000342571";1_47037089_47037211-56=123=105//Q58D94
E."ENST00000301624";17_76093826_76093942-144=117=195//Q9HCJ0
E."ENST00000380343";15_63570490_63570553-127=64=171//Q8WW43
E."ENST00000456144";6_155489979_155490050-147=72=162//Q8IVF5
E."ENST00000367174";6_155571672_155571758-119=87=109//Q8IVF5
E."ENST00000454468";2_130917086_130917207-146=122=87//Q9NXE4
E."ENST00000489170";1_32683038_32683178-93=141=67//Q8WY98
E."ENST00000547321";12_70679180_70679366-143=187=123//Q8C5L3
E."ENST00000414363";6_32372957_32373063-21=107=79//Q9UIR0
E."ENST00000414363";6_32372952_32373063-21=112=79//Q9UIR0
E."ENST00000539554";12_10761697_10761982-83=286=111//Q27W02
E."ENST00000398543";11_70002017_70002094-72=78=75//Q8BHY3
E."ENST00000428433";10_102584659_102584741-102=83=87//Q02962
E."ENST00000461961";9_136083227_136083332-111=106=71//Q9NPH6
E."ENST00000461961";9_136083856_136083989-71=134=114//Q9NPH6
E."ENST00000338947";13_38320074_38320592-337=519=405//Q9QUQ5
E."ENST00000239026";10_96343745_96343882-97=138=162//Q9NRZ9
E."ENST00000416189";2_162895642_162895694-73=53=81//P27487
E."ENST00000509692";5_36163747_36163858-272=112=144//Q13309
E."ENST00000436968";10_17203482_17203547-70=66=110//O14717
E."ENST00000367042";1_207940952_207940996-183=45=45//P15529
E."ENST00000418261";19_35999107_35999142-48=36=51//Q6E0U4
E."ENST00000454822";2_210868162_210868192-156=31=140//Q96AT9
E."ENST00000289484";16_88098873_88098938-39=66=144//Q0VCW3
E."ENST00000540029";15_43507293_43507526-119=234=186//P16452
E."ENST00000392807";12_108961434_108961533-79=100=538//Q9H1K1
E."ENST00000532509";1_76198736_76198834-70=99=101//A5A6I0
E."ENST00000440994";6_168463351_168463419-175=69=66//Q8N878
E."ENST00000450269";1_45278130_45278194-60=65=69//C9JJ37
E."ENST00000361980";X_129493021_129493113-96=93=125//O95258
E."ENST00000372454";6_43470326_43470355-67=30=108//Q9DCD5
E."ENST00000457284";3_196448048_196448227-64=180=142//Q8TBF5
E."ENST00000422290";7_107214149_107214266-122=118=123//O95620
E."ENST00000371172";10_98113204_98113242-33=39=36//Q5R461
E."ENST00000462107";7_100229122_100229219-164=98=140//Q9UP52
E."ENST00000359247";18_34267091_34267141-135=51=215//Q2V2M9
E."ENST00000359247";18_34339081_34339104-193=24=175//Q2V2M9
E."ENST00000330210";1_38187678_38187968-186=291=126//Q5JZY3
E."ENST00000562079";16_1262511_1262528-193=18=152//Q9EQ60
E."ENST00000478879";19_2097584_2097811-72=228=27//Q1ZYL8
E."ENST00000260376";15_72541586_72541655-80=70=73//Q6P6P7
E."ENST00000481579";1_78167054_78167156-69=103=109//Q8TEY7
E."ENST00000520177";5_151167326_151167355-144=30=82//Q32LC7
E."ENST00000410106";2_85614221_85614352-131=132=77//Q96FG2
E."ENST00000529084";16_48151172_48151244-204=73=125//Q96J65
E."ENST00000513898";4_2656785_2656856-148=72=78//P78312
E."ENST00000513898";4_2721707_2721799-82=93=115//P78312
E."ENST00000348983";5_137665242_137665336-46=95=232//P30307
E."ENST00000348983";5_137665242_137665336-46=95=232//P30307
E."ENST00000435660";2_32402546_32402665-43=120=66//Q6NXT4
E."ENST00000449777";2_32422413_32422461-95=49=120//Q6NXT4
E."ENST00000449777";2_32422387_32422461-95=75=120//Q6NXT4
E."ENST00000352371";22_36597746_36597934-47=189=63//Q9BPW4
E."ENST00000371092";1_63913236_63913285-51=50=57//Q13352
E."ENST00000335786";1_82446479_82446523-92=45=169//O95490
E."ENST00000567951";16_74506424_74506532-63=109=87//Q92896
E."ENST00000464889";6_150093184_150093383-105=200=32//Q5RA89
E."ENST00000435976";7_134735773_134735905-113=133=67//Q8NEM8
E."ENST00000236938";1_161680505_161680522-372=18=153//Q7L513
E."ENST00000236938";1_161680265_161680282-372=18=153//Q7L513
E."ENST00000350710";1_161680550_161680702-372=153=1267//Q7L513
E."ENST00000366508";1_247028557_247028635-193=79=108//Q8WYP5
E."ENST00000570913";17_79010663_79010761-158=99=76//Q60437
E."ENST00000551994";12_95637717_95637785-69=69=132//Q9HBM0
E."ENST00000559742";15_85634275_85634412-89=138=89//O60658
E."ENST00000559742";15_85632569_85632647-89=79=89//O60658
E."ENST00000599935";19_57293768_57293839-169=72=80//Q9NZV7
E."ENST00000599935";19_57329114_57329206-80=93=103//Q9NZV7
E."ENST00000595671";19_57337756_57337831-166=76=61//Q9GZU2
E."ENST00000369397";10_114724315_114724383-125=69=102//Q924A0
E."ENST00000536810";10_114849159_114849299-102=141=133//Q9NQB0
E."ENST00000355717";10_114724315_114724383-125=69=102//Q924A0
E."ENST00000506800";13_36869915_36869994-111=80=113//A6NNP5
E."ENST00000357395";14_64682004_64682072-277=69=140//Q8WXH0
E."ENST00000358025";14_64554137_64554205-138=69=186//Q8WXH0
E."ENST00000504761";5_149762625_149762735-201=111=187//Q13428
E."ENST00000458441";3_40192539_40192675-222=137=81//Q8NFW9
E."ENST00000382137";13_24468650_24468781-63=132=235//B2RNN3
E."ENST00000521415";19_48735710_48735750-151=41=141//Q9Y2G2
E."ENST00000574085";17_3492226_3492258-180=33=299//Q8NER1
E."ENST00000434659";19_55046805_55046866-279=62=261//Q9H7L2
E."ENST00000380816";12_40951580_40951673-54=94=42//Q7Z5P9
E."ENST00000336604";12_6660564_6660669-61=106=815//Q0D2I5
E."ENST00000487279";12_6658642_6658650-158=9=141//Q0D2I5
E."ENST00000487279";12_6658642_6658647-158=6=141//Q0D2I5
E."ENST00000402931";5_137504159_137504377-145=219=137//Q9H0E9
E."ENST00000442529";1_3311056_3311058-135=3=103//Q9HAZ2
E."ENST00000378272";13_50260611_50260731-70=121=210//Q9BY08
E."ENST00000417697";2_11263278_11263415-200=138=203//Q8N2B8
E."ENST00000539145";16_3304158_3304790-231=633=277//O15553
E."ENST00000539145";16_3304158_3304790-231=633=277//O15553
E."ENST00000512389";17_48687243_48687296-214=54=152//O54898
E."ENST00000503436";17_48672354_48672422-156=69=85//O54898
E."ENST00000389975";2_37008870_37008914-66=45=63//Q6UXI7
E."ENST00000360524";17_16640852_16640989-954=138=294//A2RUR9
E."ENST00000398761";10_74139222_74139341-90=120=109//Q4R518
E."ENST00000401998";10_74288511_74288516-115=6=44//Q4R518
E."ENST00000542836";11_61313503_61313727-136=225=132//O43581
E."ENST00000424898";16_22006559_22006629-190=71=180//Q8IXQ8
E."ENST00000354744";15_48060778_48060945-57=168=3727//Q5R7F5
E."ENST00000373723";9_125075506_125075665-92=160=922//Q96E11
E."ENST00000463750";12_1035962_1036112-76=151=119//P43351
E."ENST00000538005";8_42196530_42196587-192=58=67//Q27958
E."ENST00000441387";4_129127583_129127692-145=110=128//Q659C4
E."ENST00000544132";13_111932619_111932697-87=79=140//Q14155
E."ENST00000421834";6_56327844_56327954-124=111=200//Q03001
E."ENST00000269197";18_31206826_31207034-83=209=109//Q9C0F0
E."ENST00000557274";14_21491023_21491064-106=42=81//A5A6K6
E."ENST00000345990";5_122930733_122930828-96=96=107//Q8C4X2
E."ENST00000409651";2_71847677_71847739-77=63=99//O75923
E."ENST00000394120";2_71740370_71740462-115=93=206//O75923
E."ENST00000300108";12_57406405_57406521-75=117=54//Q9UHF0
E."ENST00000526814";10_96800679_96800717-142=39=188//P10632
E."ENST00000599581";19_52780407_52780794-39=388=127//Q5HY98
E."ENST00000351291";8_12287859_12287960-134=102=81//Q8N7N1
E."ENST00000523924";8_135577230_135577395-139=166=89//Q9P243
E."ENST00000420973";3_184098864_184098918-104=55=130//Q9H2X0
E."ENST00000420973";3_184098868_184098918-104=51=130//Q9H2X0
E."ENST00000436874";12_95650326_95650398-132=73=90//Q9HBM0
E."ENST00000473767";3_77681625_77681807-206=183=174//Q9HCK4
E."ENST00000332191";3_77613601_77613739-163=139=167//Q9HCK4
E."ENST00000396028";12_22665581_22665613-109=33=86//Q86YS7
E."ENST00000371357";9_140963060_140963065-84=6=117//O55017
E."ENST00000592272";18_43456201_43456307-176=107=73//Q9HCE0
E."ENST00000592272";18_43487129_43487254-145=126=124//Q9HCE0
E."ENST00000590884";18_43450532_43450707-186=176=73//Q9HCE0
E."ENST00000462405";1_91731574_91731664-112=91=111//A2PYH4
E."ENST00000483358";7_151049179_151049279-59=101=71//Q9Y5A7
E."ENST00000527170";11_654615_654656-90=42=248//O75398
E."ENST00000354719";X_131189484_131189549-231=66=57//Q99JT2
E."ENST00000437442";21_35247658_35247825-99=168=213//Q9Z0R4
E."ENST00000497355";3_71021162_71021331-70=170=122//Q9H334
E."ENST00000397954";15_25652214_25652284-42=71=29//Q05086
E."ENST00000401751";22_30864776_30864945-189=170=60//Q9Z1J8
E."ENST00000391703";19_58151280_58151435-127=156=2064//Q13398
E."ENST00000433302";17_5358480_5358591-160=112=186//Q9H6R0
E."ENST00000479259";1_212507295_212507366-102=72=93//Q6PD03
E."ENST00000496441";2_174224115_174224219-126=105=237//Q9BWT1
E."ENST00000580640";18_10708273_10708437-411=165=167//Q9H5I5
E."ENST00000533688";11_119057979_119058168-212=190=137//Q86UT5
E."ENST00000481489";19_2098051_2098126-27=76=48//Q1ZYL8
E."ENST00000543711";3_172365652_172365904-70=253=372//Q5R8Y5
E."ENST00000394005";10_96961198_96961278-201=81=211//Q6P461
E."ENST00000522579";8_86253249_86253364-198=116=61//Q7M317
E."ENST00000550351";12_80173101_80173131-51=31=48//O14974
E."ENST00000486081";3_52019223_52019287-112=65=105//Q5RFB0
E."ENST00000456047";12_55039768_55039934-102=167=39//P81605
E."ENST00000497011";3_165545774_165545857-167=84=1525//P06276
E."ENST00000336916";2_216257654_216257926-183=273=192//P02751
E."ENST00000357867";2_216236832_216237098-107=267=90//P02751
E."ENST00000377389";9_70461498_70461714-57=217=45//A6NM15
E."ENST00000377392";9_70470996_70471140-47=145=38//A6NM15
E."ENST00000368622";10_134022799_134022868-68=70=132//Q86UX6
E."ENST00000493195";1_159901243_159901393-124=151=117//Q9P2J2
E."ENST00000349824";7_50450238_50450405-261=168=5184//Q13422
E."ENST00000423644";2_74459596_74459774-73=179=162//Q9BY07
E."ENST00000430730";7_65444386_65444528-188=143=186//P08236
E."ENST00000316515";3_169518447_169518542-155=96=129//Q8IZ02
E."ENST00000456520";9_42674306_42674393-38=88=47//A6NM15
E."ENST00000456520";9_42675825_42675969-38=145=47//A6NM15
E."ENST00000397241";3_9874788_9874929-436=142=227//Q9Y4R7
E."ENST00000375007";6_32284171_32284191-21=21=21//Q5SRN2
E."ENST00000549128";12_102113268_102113294-85=27=132//Q8WUD6
E."ENST00000559881";15_78449250_78449504-63=255=84//Q5R678
E."ENST00000558509";15_78452434_78452548-84=115=188//Q5R678
E."ENST00000557955";15_50311086_50311173-73=88=62//Q8TF62
E."ENST00000537440";1_40313220_40313332-78=113=112//Q9H3H1
E."ENST00000537223";1_40315795_40315933-112=139=117//Q9H3H1
E."ENST00000435874";20_61956621_61956716-54=96=54//Q9P218
E."ENST00000435831";2_145255275_145255331-201=57=142//O60315
E."ENST00000469175";2_242274737_242274766-87=30=124//Q5RA66
E."ENST00000338883";X_19426646_19426743-96=98=50//Q6ZN16
E."ENST00000338883";X_19432378_19432450-108=73=151//Q6ZN16
E."ENST00000507320";11_5630877_5630969-23=93=101//Q9C030
E."ENST00000509230";10_48806829_48806985-95=157=62//Q4JDL3
E."ENST00000497689";1_173540641_173540867-169=227=144//Q5TAH2
E."ENST00000466087";1_173523872_173523953-164=82=169//Q5TAH2
E."ENST00000436462";22_35727289_35727488-134=200=34//O60784
E."ENST00000361812";1_44290403_44290564-43=162=93//P61132
E."ENST00000361812";1_44345007_44345179-93=173=95//P61132
E."ENST00000539005";1_39893633_39893959-160=327=85//Q9UPN3
E."ENST00000485459";1_76252385_76252482-47=98=108//P53611
E."ENST00000508648";4_129127583_129127692-145=110=128//Q659C4
E."ENST00000422248";3_150910337_150910441-215=105=256//Q86YW9
E."ENST00000368508";6_117735682_117735708-61=27=60//P08922
E."ENST00000339290";6_135516098_135516219-105=122=255//P10242
E."ENST00000339290";6_135517864_135518046-255=183=143//P10242
E."ENST00000339290";6_135518099_135518461-255=363=143//P10242
E."ENST00000339290";6_135523552_135523807-111=256=108//P10242
E."ENST00000442647";6_135516098_135516219-96=122=255//P10242
E."ENST00000442647";6_135520664_135520719-143=56=115//P10242
E."ENST00000419602";19_35991280_35991321-72=42=48//Q6E0U4
E."ENST00000313237";22_45329353_45329398-93=46=66//Q96EK2
E."ENST00000360967";2_130858249_130858293-167=45=71//A5A3E0
E."ENST00000488835";7_149523539_149523666-203=128=123//A2VEC9
E."ENST00000461331";7_149523164_149523366-117=203=123//A2VEC9
E."ENST00000372589";6_43266830_43266835-488=6=104//Q9Y694
E."ENST00000346753";22_37464656_37464721-137=66=272//Q8IU80
E."ENST00000373737";6_36339107_36339337-143=231=126//Q9Y603
E."ENST00000510678";5_179046270_179046408-179=139=144//Q5RD26
E."ENST00000569440";15_72978803_72978905-45=103=52//Q96RK4
E."ENST00000563600";15_72990333_72990378-52=46=80//Q96RK4
E."ENST00000563600";15_72996765_72996822-52=58=80//Q96RK4
E."ENST00000541917";2_202941655_202941822-285=168=160//Q0VF49
E."ENST00000586155";19_38263578_38263622-133=45=91//Q86YE8
E."ENST00000339503";19_38261047_38261237-93=191=133//Q86YE8
E."ENST00000552966";14_19578325_19578373-167=49=119//A6NI47
E."ENST00000547889";14_19560718_19560973-174=256=107//Q6S5H5
E."ENST00000359865";18_8809446_8809559-168=114=255//Q9Y4B5
E."ENST00000261197";12_22408214_22408323-93=110=145//P61642
